Order ID,Customer ID,Product Category,Sales Amount,Quantity,Order Date,State
3324,CUST_240,Clothing,1358,5,04-01-2025,Rajasthan
3325,CUST_240,Books,2807,2,28-05-2025,Mumbai
3326,CUST_294,Electronics,1527,4,19-02-2025,UP
3327,CUST_167,Books,3719,3,25-03-2025,Karnataka
3328,CUST_258,Books,1093,5,23-10-2025,Mumbai
3329,CUST_242,Clothing,3381,3,28-06-2025,Mumbai
3330,CUST_296,Electronics,3644,3,04-01-2025,Delhi
3331,CUST_258,Home Decor,908,5,20-04-2025,UP
3332,CUST_205,Home Decor,2957,5,29-06-2025,Karnataka
3333,CUST_276,Books,238,3,03-01-2025,Rajasthan
3334,CUST_231,Electronics,4427,2,21-01-2025,UP
3335,CUST_111,Electronics,4703,5,15-04-2025,Karnataka
3336,CUST_173,Home Decor,4787,5,25-04-2025,UP
3337,CUST_266,Home Decor,4955,4,23-10-2025,Mumbai
3338,CUST_133,Clothing,3137,4,17-11-2025,Karnataka
3339,CUST_219,Books,2745,1,26-08-2025,Rajasthan
3340,CUST_270,Home Decor,3548,4,24-06-2025,Karnataka
3341,CUST_163,Home Decor,4904,4,08-07-2025,Mumbai
3342,CUST_296,Home Decor,4458,3,24-01-2025,Delhi
3343,CUST_142,Clothing,3486,2,04-10-2025,Karnataka
3344,CUST_231,Clothing,3805,5,14-09-2025,UP
3345,CUST_107,Electronics,849,2,09-06-2025,Karnataka
3346,CUST_108,Books,2874,5,13-11-2025,UP
3347,CUST_128,Home Decor,2347,4,04-07-2025,UP
3348,CUST_260,Home Decor,4460,2,06-10-2025,Mumbai
3349,CUST_216,Electronics,2464,1,29-07-2025,Rajasthan
3350,CUST_141,Electronics,3171,2,16-01-2025,Rajasthan
3351,CUST_270,Clothing,1590,4,06-05-2025,Karnataka
3352,CUST_194,Electronics,2216,2,31-10-2025,Delhi
3353,CUST_268,Books,4051,2,20-06-2025,Delhi
3354,CUST_291,Books,2394,3,14-11-2025,UP
3355,CUST_267,Electronics,3494,4,13-09-2025,UP
3356,CUST_174,Books,750,4,24-01-2025,Mumbai
3357,CUST_193,Clothing,1780,1,29-05-2025,Delhi
3358,CUST_129,Electronics,678,4,10-05-2025,Mumbai
3359,CUST_298,Electronics,2730,3,14-11-2025,Mumbai
3360,CUST_220,Books,3604,5,26-09-2025,Karnataka
3361,CUST_254,Books,1084,4,26-11-2025,UP
3362,CUST_111,Home Decor,3053,4,19-04-2025,Rajasthan
3363,CUST_274,Home Decor,3461,3,21-04-2025,Karnataka
3364,CUST_233,Electronics,2077,4,21-04-2025,Rajasthan
3365,CUST_205,Electronics,3942,1,04-04-2025,UP
3366,CUST_206,Clothing,4797,3,26-12-2025,UP
3367,CUST_287,Books,2742,5,16-12-2025,Rajasthan
3368,CUST_271,Electronics,4575,3,07-01-2025,UP
3369,CUST_101,Books,1361,3,22-06-2025,UP
3370,CUST_251,Books,4828,2,21-11-2025,Rajasthan
3371,CUST_109,Home Decor,3813,1,04-01-2025,UP
3372,CUST_292,Books,4954,4,13-09-2025,UP
3373,CUST_166,Books,418,4,22-03-2025,Karnataka
3374,CUST_107,Clothing,849,2,15-08-2025,Mumbai
3375,CUST_298,Electronics,4713,1,19-04-2025,Mumbai
3376,CUST_198,Home Decor,2676,4,02-03-2025,Delhi
3377,CUST_148,Home Decor,3925,1,04-05-2025,Rajasthan
3378,CUST_225,Home Decor,172,2,05-10-2025,UP
3379,CUST_208,Clothing,1908,1,19-08-2025,Rajasthan
3380,CUST_289,Electronics,4259,3,20-09-2025,Karnataka
3381,CUST_174,Electronics,2458,4,26-03-2025,Delhi
3382,CUST_287,Electronics,1133,1,22-09-2025,Rajasthan
3383,CUST_283,Electronics,2009,5,29-05-2025,Rajasthan
3384,CUST_134,Clothing,4782,2,07-11-2025,Karnataka
3385,CUST_211,Electronics,2665,3,20-09-2025,Rajasthan
3386,CUST_294,Electronics,870,2,11-04-2025,Mumbai
3387,CUST_257,Home Decor,3612,1,06-06-2025,Karnataka
3388,CUST_269,Books,913,5,04-07-2025,Rajasthan
3389,CUST_147,Books,3556,5,10-11-2025,UP
3390,CUST_231,Electronics,2796,5,17-10-2025,Mumbai
3391,CUST_163,Home Decor,882,2,21-07-2025,Rajasthan
3392,CUST_237,Books,3567,3,10-12-2025,Mumbai
3393,CUST_266,Home Decor,740,5,28-01-2025,Mumbai
3394,CUST_225,Electronics,1049,3,04-04-2025,UP
3395,CUST_248,Home Decor,1969,4,12-05-2025,Mumbai
3396,CUST_176,Books,635,5,10-06-2025,Karnataka
3397,CUST_289,Books,456,4,13-09-2025,UP
3398,CUST_274,Clothing,3502,2,09-03-2025,Mumbai
3399,CUST_119,Books,4504,5,06-10-2025,Mumbai
3400,CUST_145,Clothing,4701,1,30-10-2025,Karnataka
3401,CUST_263,Clothing,677,1,13-10-2025,UP
3402,CUST_193,Home Decor,3522,5,01-11-2025,Mumbai
3403,CUST_225,Home Decor,4100,3,20-05-2025,Delhi
3404,CUST_258,Books,4168,4,07-05-2025,Karnataka
3405,CUST_229,Electronics,2398,1,04-11-2025,Karnataka
3406,CUST_207,Books,784,1,02-04-2025,Delhi
3407,CUST_137,Electronics,4902,4,20-04-2025,Delhi
3408,CUST_171,Books,4468,2,14-01-2025,UP
3409,CUST_162,Home Decor,3635,5,28-06-2025,UP
3410,CUST_235,Clothing,4267,4,25-09-2025,UP
3411,CUST_179,Electronics,1931,3,04-09-2025,UP
3412,CUST_160,Electronics,2461,1,05-11-2025,Mumbai
3413,CUST_225,Home Decor,1999,3,06-03-2025,UP
3414,CUST_184,Clothing,2950,4,08-03-2025,Mumbai
3415,CUST_107,Electronics,2991,2,12-01-2025,Mumbai
3416,CUST_234,Electronics,2457,4,07-12-2025,Rajasthan
3417,CUST_189,Clothing,2027,1,04-07-2025,Rajasthan
3418,CUST_128,Clothing,435,2,10-09-2025,UP
3419,CUST_121,Home Decor,2520,5,27-01-2025,UP
3420,CUST_286,Home Decor,1971,2,24-11-2025,Karnataka
3421,CUST_188,Home Decor,3093,5,03-01-2025,Rajasthan
3422,CUST_284,Clothing,3986,2,21-01-2025,Karnataka
3423,CUST_160,Clothing,4833,5,20-04-2025,Karnataka
3424,CUST_299,Books,4005,2,24-07-2025,Karnataka
3425,CUST_124,Books,330,1,25-03-2025,Delhi
3426,CUST_146,Books,958,4,07-05-2025,Karnataka
3427,CUST_259,Clothing,1179,4,07-01-2025,Delhi
3428,CUST_238,Clothing,123,4,28-07-2025,Karnataka
3429,CUST_263,Home Decor,2723,3,23-02-2025,Delhi
3430,CUST_185,Home Decor,1158,5,23-01-2025,Mumbai
3431,CUST_191,Electronics,2632,2,10-09-2025,Mumbai
3432,CUST_137,Books,4247,3,08-02-2025,Delhi
3433,CUST_264,Clothing,1905,2,06-11-2025,Mumbai
3434,CUST_282,Books,2462,5,01-02-2025,Mumbai
3435,CUST_205,Books,1493,3,22-01-2025,UP
3436,CUST_254,Home Decor,4319,3,21-11-2025,Mumbai
3437,CUST_246,Electronics,2243,3,26-01-2025,Delhi
3438,CUST_164,Clothing,1337,1,08-02-2025,UP
3439,CUST_229,Books,1575,5,24-11-2025,Mumbai
3440,CUST_140,Electronics,4484,3,13-03-2025,Rajasthan
3441,CUST_218,Electronics,1854,2,23-03-2025,Karnataka
3442,CUST_226,Books,1977,1,27-12-2025,Karnataka
3443,CUST_180,Books,370,4,26-04-2025,Rajasthan
3444,CUST_260,Clothing,4295,4,06-09-2025,Karnataka
3445,CUST_209,Books,1713,3,19-10-2025,UP
3446,CUST_295,Books,4672,1,15-10-2025,Karnataka
3447,CUST_170,Home Decor,2779,2,27-07-2025,Mumbai
3448,CUST_297,Electronics,1881,4,10-09-2025,Rajasthan
3449,CUST_165,Books,3053,1,10-01-2025,Mumbai
3450,CUST_114,Books,4010,1,10-10-2025,Delhi
3451,CUST_254,Electronics,927,2,24-09-2025,UP
3452,CUST_294,Electronics,1438,5,02-03-2025,Karnataka
3453,CUST_217,Books,3053,5,25-01-2025,UP
3454,CUST_204,Books,1609,1,21-01-2025,Karnataka
3455,CUST_260,Electronics,3207,5,04-11-2025,UP
3456,CUST_163,Clothing,4360,1,14-05-2025,Rajasthan
3457,CUST_141,Electronics,2182,2,13-11-2025,UP
3458,CUST_241,Electronics,4321,5,26-11-2025,Karnataka
3459,CUST_223,Electronics,1159,4,31-05-2025,UP
3460,CUST_223,Home Decor,1693,3,13-05-2025,Rajasthan
3461,CUST_177,Clothing,4605,1,03-01-2025,Rajasthan
3462,CUST_106,Electronics,3651,3,10-05-2025,Karnataka
3463,CUST_163,Books,1430,1,09-03-2025,Rajasthan
3464,CUST_260,Electronics,1518,1,22-07-2025,UP
3465,CUST_293,Home Decor,3232,3,05-03-2025,Mumbai
3466,CUST_228,Clothing,2944,5,24-10-2025,UP
3467,CUST_180,Home Decor,3801,3,05-01-2025,UP
3468,CUST_281,Home Decor,1495,2,24-02-2025,Delhi
3469,CUST_102,Home Decor,3892,2,28-06-2025,Rajasthan
3470,CUST_249,Books,1945,2,07-12-2025,Mumbai
3471,CUST_123,Books,152,5,22-08-2025,Delhi
3472,CUST_178,Books,2977,3,03-03-2025,Karnataka
3473,CUST_289,Books,383,5,12-03-2025,Rajasthan
3474,CUST_291,Home Decor,1585,2,30-10-2025,UP
3475,CUST_162,Books,2520,1,21-03-2025,UP
3476,CUST_139,Home Decor,4398,1,01-11-2025,Rajasthan
3477,CUST_167,Clothing,1233,2,28-05-2025,Delhi
3478,CUST_177,Electronics,204,2,31-07-2025,Mumbai
3479,CUST_188,Clothing,4179,2,18-03-2025,UP
3480,CUST_152,Books,3019,2,28-04-2025,UP
3481,CUST_203,Books,3764,5,20-08-2025,Rajasthan
3482,CUST_158,Clothing,3738,5,14-06-2025,Karnataka
3483,CUST_163,Electronics,1785,1,24-03-2025,Mumbai
3484,CUST_248,Electronics,145,2,16-08-2025,Mumbai
3485,CUST_100,Electronics,816,4,11-10-2025,UP
3486,CUST_167,Clothing,4323,2,25-05-2025,Karnataka
3487,CUST_109,Home Decor,2004,5,13-01-2025,Mumbai
3488,CUST_287,Electronics,363,5,20-10-2025,Mumbai
3489,CUST_221,Books,798,2,15-12-2025,UP
3490,CUST_251,Home Decor,1585,4,18-07-2025,Delhi
3491,CUST_199,Home Decor,1624,5,13-06-2025,Karnataka
3492,CUST_173,Clothing,900,5,21-05-2025,Delhi
3493,CUST_112,Books,1084,4,05-06-2025,UP
3494,CUST_141,Home Decor,3817,5,08-11-2025,Delhi
3495,CUST_297,Electronics,1602,2,23-09-2025,Karnataka
3496,CUST_230,Electronics,2309,5,28-08-2025,Delhi
3497,CUST_294,Electronics,4525,5,28-06-2025,Karnataka
3498,CUST_119,Home Decor,1316,3,29-11-2025,Rajasthan
3499,CUST_219,Home Decor,3333,3,04-02-2025,Karnataka
3500,CUST_101,Home Decor,2145,4,29-10-2025,Mumbai
3501,CUST_111,Electronics,2880,1,15-04-2025,UP
3502,CUST_115,Home Decor,383,2,03-07-2025,UP
3503,CUST_187,Books,1951,5,29-06-2025,Mumbai
3504,CUST_259,Electronics,3636,2,25-03-2025,Rajasthan
3505,CUST_162,Home Decor,4725,2,05-12-2025,Delhi
3506,CUST_126,Electronics,4830,4,12-10-2025,UP
3507,CUST_274,Home Decor,1914,3,03-11-2025,Mumbai
3508,CUST_109,Books,3008,5,30-11-2025,UP
3509,CUST_112,Books,1215,2,18-06-2025,Delhi
3510,CUST_142,Books,1059,4,01-10-2025,Karnataka
3511,CUST_277,Books,410,1,16-03-2025,Mumbai
3512,CUST_209,Books,4174,4,02-04-2025,Delhi
3513,CUST_139,Clothing,1441,5,25-07-2025,Karnataka
3514,CUST_189,Home Decor,2682,2,02-04-2025,Mumbai
3515,CUST_221,Home Decor,1191,1,10-10-2025,UP
3516,CUST_193,Home Decor,4909,1,28-11-2025,Delhi
3517,CUST_209,Home Decor,857,5,12-03-2025,Mumbai
3518,CUST_184,Books,697,5,22-03-2025,Rajasthan
3519,CUST_272,Books,978,3,07-03-2025,Karnataka
3520,CUST_154,Home Decor,833,2,24-03-2025,Karnataka
3521,CUST_110,Home Decor,1616,1,03-10-2025,Karnataka
3522,CUST_231,Clothing,4152,5,11-06-2025,Rajasthan
3523,CUST_140,Electronics,4613,3,16-02-2025,UP
3524,CUST_107,Clothing,2592,2,10-04-2025,Delhi
3525,CUST_191,Books,3333,3,06-08-2025,UP
3526,CUST_253,Clothing,1551,1,06-12-2025,Rajasthan
3527,CUST_108,Electronics,4470,3,01-06-2025,Delhi
3528,CUST_110,Books,285,3,20-11-2025,Mumbai
3529,CUST_261,Clothing,3067,4,14-12-2025,Mumbai
3530,CUST_256,Electronics,2103,5,14-01-2025,Karnataka
3531,CUST_298,Clothing,1379,4,14-12-2025,Rajasthan
3532,CUST_257,Clothing,2422,4,28-11-2025,UP
3533,CUST_143,Books,2816,1,13-04-2025,Karnataka
3534,CUST_240,Electronics,2580,3,03-02-2025,UP
3535,CUST_226,Home Decor,4089,5,09-04-2025,Rajasthan
3536,CUST_219,Books,268,5,23-08-2025,Rajasthan
3537,CUST_266,Clothing,2188,1,01-01-2025,Rajasthan
3538,CUST_294,Home Decor,4742,3,24-11-2025,Rajasthan
3539,CUST_178,Home Decor,1298,3,23-09-2025,Delhi
3540,CUST_278,Electronics,3027,5,08-02-2025,UP
3541,CUST_253,Home Decor,1858,1,13-11-2025,Mumbai
3542,CUST_120,Clothing,4331,3,26-10-2025,Karnataka
3543,CUST_185,Electronics,3384,2,03-08-2025,Delhi
3544,CUST_176,Home Decor,2412,2,01-02-2025,Delhi
3545,CUST_147,Clothing,2240,2,18-12-2025,UP
3546,CUST_119,Books,508,4,23-06-2025,Karnataka
3547,CUST_254,Electronics,777,3,21-04-2025,Rajasthan
3548,CUST_134,Home Decor,3636,2,15-08-2025,Delhi
3549,CUST_154,Electronics,1831,5,05-10-2025,Mumbai
3550,CUST_204,Books,2331,5,20-06-2025,UP
3551,CUST_296,Home Decor,4859,3,19-10-2025,Mumbai
3552,CUST_222,Clothing,4071,2,26-11-2025,Delhi
3553,CUST_136,Home Decor,3305,2,25-12-2025,UP
3554,CUST_197,Electronics,3815,4,25-10-2025,UP
3555,CUST_255,Clothing,1083,1,16-04-2025,Rajasthan
3556,CUST_131,Electronics,3274,4,22-02-2025,Delhi
3557,CUST_299,Books,3193,3,21-02-2025,Mumbai
3558,CUST_158,Books,921,1,03-05-2025,Rajasthan
3559,CUST_262,Electronics,978,2,21-09-2025,Delhi
3560,CUST_274,Books,2844,2,13-08-2025,UP
3561,CUST_184,Electronics,1956,4,10-02-2025,UP
3562,CUST_135,Home Decor,1433,3,06-10-2025,Delhi
3563,CUST_218,Electronics,592,3,27-01-2025,UP
3564,CUST_292,Books,2592,1,17-10-2025,Mumbai
3565,CUST_128,Clothing,1273,3,21-11-2025,Delhi
3566,CUST_276,Books,3092,3,10-08-2025,Mumbai
3567,CUST_250,Clothing,250,3,10-05-2025,Mumbai
3568,CUST_280,Books,2280,1,02-10-2025,Mumbai
3569,CUST_213,Clothing,126,3,18-02-2025,UP
3570,CUST_217,Home Decor,3501,2,13-06-2025,Mumbai
3571,CUST_149,Books,959,3,23-03-2025,Delhi
3572,CUST_229,Clothing,2503,5,20-08-2025,Karnataka
3573,CUST_218,Clothing,2381,5,02-09-2025,Delhi
3574,CUST_290,Home Decor,2743,1,06-07-2025,Delhi
3575,CUST_219,Home Decor,4438,5,11-02-2025,Karnataka
3576,CUST_197,Electronics,4390,5,16-05-2025,Rajasthan
3577,CUST_209,Electronics,824,4,19-03-2025,Karnataka
3578,CUST_238,Clothing,3261,2,08-06-2025,UP
3579,CUST_233,Books,545,4,04-08-2025,UP
3580,CUST_300,Electronics,600,1,06-05-2025,Delhi
3581,CUST_194,Clothing,279,2,01-09-2025,Mumbai
3582,CUST_283,Clothing,2536,4,30-08-2025,Mumbai
3583,CUST_186,Books,2370,4,12-12-2025,Karnataka
3584,CUST_130,Clothing,4856,4,05-01-2025,Rajasthan
3585,CUST_177,Electronics,3547,4,14-10-2025,Rajasthan
3586,CUST_167,Books,1764,4,10-09-2025,Mumbai
3587,CUST_152,Home Decor,1854,1,26-05-2025,Karnataka
3588,CUST_149,Home Decor,2701,2,10-01-2025,Karnataka
3589,CUST_112,Home Decor,1040,3,24-06-2025,UP
3590,CUST_158,Clothing,882,1,28-05-2025,Mumbai
3591,CUST_219,Books,3489,1,03-09-2025,Karnataka
3592,CUST_298,Clothing,4375,1,01-08-2025,Mumbai
3593,CUST_140,Clothing,361,2,12-05-2025,Rajasthan
3594,CUST_272,Home Decor,1387,1,06-09-2025,UP
3595,CUST_264,Clothing,3873,1,06-11-2025,Karnataka
3596,CUST_222,Books,632,1,23-07-2025,UP
3597,CUST_263,Home Decor,938,3,20-03-2025,Rajasthan
3598,CUST_154,Books,2283,1,19-09-2025,Mumbai
3599,CUST_234,Clothing,940,2,13-05-2025,Delhi
3600,CUST_130,Home Decor,367,2,26-04-2025,Delhi
3601,CUST_183,Books,4849,5,13-02-2025,UP
3602,CUST_223,Electronics,2753,4,08-09-2025,Karnataka
3603,CUST_224,Electronics,3218,3,09-04-2025,Delhi
3604,CUST_148,Electronics,1119,3,03-11-2025,UP
3605,CUST_290,Clothing,3817,1,03-02-2025,Delhi
3606,CUST_298,Books,3808,4,17-07-2025,Mumbai
3607,CUST_175,Electronics,4332,4,06-03-2025,Karnataka
3608,CUST_217,Books,4359,2,03-10-2025,UP
3609,CUST_264,Home Decor,159,4,06-06-2025,Mumbai
3610,CUST_209,Clothing,581,4,23-01-2025,Mumbai
3611,CUST_152,Home Decor,4152,3,31-12-2025,Delhi
3612,CUST_198,Electronics,3870,5,11-04-2025,Mumbai
3613,CUST_295,Electronics,1228,1,25-02-2025,UP
3614,CUST_167,Books,4927,3,25-01-2025,Mumbai
3615,CUST_280,Books,763,5,28-09-2025,Rajasthan
3616,CUST_142,Home Decor,877,4,18-07-2025,UP
3617,CUST_201,Electronics,553,2,27-03-2025,Mumbai
3618,CUST_100,Home Decor,2990,2,03-03-2025,Rajasthan
3619,CUST_233,Books,1048,4,24-08-2025,Mumbai
3620,CUST_238,Electronics,3277,3,03-03-2025,Delhi
3621,CUST_113,Books,2370,5,20-08-2025,UP
3622,CUST_263,Electronics,3549,1,04-08-2025,Karnataka
3623,CUST_292,Home Decor,158,2,19-06-2025,Karnataka
3624,CUST_184,Electronics,2646,3,21-05-2025,Mumbai
3625,CUST_135,Home Decor,4952,4,27-09-2025,Mumbai
3626,CUST_200,Books,1518,4,28-04-2025,Rajasthan
3627,CUST_220,Books,3091,5,24-03-2025,Mumbai
3628,CUST_281,Electronics,4075,5,06-10-2025,UP
3629,CUST_251,Books,4781,4,19-07-2025,Rajasthan
3630,CUST_286,Books,3632,2,13-02-2025,Rajasthan
3631,CUST_137,Home Decor,2854,2,26-05-2025,Delhi
3632,CUST_293,Clothing,502,3,01-01-2025,Mumbai
3633,CUST_265,Books,4437,5,04-04-2025,Delhi
3634,CUST_204,Electronics,2377,2,30-08-2025,Karnataka
3635,CUST_162,Clothing,1367,1,16-12-2025,UP
3636,CUST_128,Electronics,4001,3,28-05-2025,Rajasthan
3637,CUST_218,Clothing,1473,1,12-09-2025,Delhi
3638,CUST_130,Home Decor,2482,2,20-12-2025,UP
3639,CUST_189,Books,2490,5,31-12-2025,UP
3640,CUST_155,Clothing,2525,1,25-10-2025,Mumbai
3641,CUST_200,Clothing,359,3,30-06-2025,Mumbai
3642,CUST_186,Clothing,2827,3,11-09-2025,Delhi
3643,CUST_166,Books,4740,2,21-01-2025,Karnataka
3644,CUST_145,Books,815,3,12-04-2025,Mumbai
3645,CUST_111,Books,2433,4,16-06-2025,Delhi
3646,CUST_144,Electronics,2029,5,18-03-2025,UP
3647,CUST_277,Home Decor,4866,5,16-02-2025,UP
3648,CUST_107,Clothing,572,3,05-08-2025,Karnataka
3649,CUST_188,Electronics,4760,2,04-06-2025,Delhi
3650,CUST_147,Books,3049,5,21-08-2025,Karnataka
3651,CUST_200,Electronics,1822,2,26-12-2025,Delhi
3652,CUST_175,Books,1463,2,09-09-2025,UP
3653,CUST_135,Books,4993,4,24-04-2025,UP
3654,CUST_299,Electronics,3412,2,24-06-2025,Karnataka
3655,CUST_102,Clothing,1025,5,07-05-2025,Karnataka
3656,CUST_299,Clothing,1021,1,30-05-2025,Rajasthan
3657,CUST_118,Home Decor,518,4,06-07-2025,UP
3658,CUST_175,Home Decor,715,3,08-09-2025,Karnataka
3659,CUST_274,Electronics,2297,3,19-10-2025,Karnataka
3660,CUST_133,Electronics,4365,1,15-02-2025,Karnataka
3661,CUST_168,Home Decor,447,3,26-03-2025,Rajasthan
3662,CUST_265,Home Decor,562,2,28-06-2025,Karnataka
3663,CUST_154,Home Decor,4822,1,26-03-2025,Karnataka
3664,CUST_156,Clothing,1354,1,30-08-2025,Rajasthan
3665,CUST_258,Books,2737,1,16-02-2025,Mumbai
3666,CUST_174,Electronics,1963,4,19-05-2025,Mumbai
3667,CUST_256,Books,1810,5,07-07-2025,Mumbai
3668,CUST_242,Clothing,1666,5,16-11-2025,Mumbai
3669,CUST_104,Clothing,176,1,01-03-2025,Karnataka
3670,CUST_291,Electronics,3263,2,23-02-2025,Mumbai
3671,CUST_150,Books,1965,2,09-03-2025,Mumbai
3672,CUST_107,Electronics,2457,4,12-06-2025,UP
3673,CUST_154,Books,2743,5,05-09-2025,Rajasthan
3674,CUST_211,Home Decor,4685,2,08-06-2025,Karnataka
3675,CUST_170,Clothing,1724,4,15-02-2025,Karnataka
3676,CUST_181,Electronics,679,1,17-09-2025,Delhi
3677,CUST_148,Home Decor,1550,5,29-10-2025,Delhi
3678,CUST_100,Home Decor,4021,5,16-10-2025,Karnataka
3679,CUST_247,Books,4341,2,05-07-2025,UP
3680,CUST_123,Home Decor,1800,5,25-07-2025,Mumbai
3681,CUST_260,Home Decor,2175,1,07-09-2025,UP
3682,CUST_175,Home Decor,2542,5,25-07-2025,Karnataka
3683,CUST_227,Electronics,4038,4,16-08-2025,Rajasthan
3684,CUST_160,Electronics,274,4,05-08-2025,Karnataka
3685,CUST_265,Clothing,1756,2,19-09-2025,Karnataka
3686,CUST_288,Books,3705,1,04-07-2025,Rajasthan
3687,CUST_297,Books,4508,5,30-03-2025,Karnataka
3688,CUST_234,Electronics,1923,1,19-08-2025,Mumbai
3689,CUST_117,Clothing,1747,5,10-06-2025,Karnataka
3690,CUST_155,Clothing,1650,3,11-03-2025,Delhi
3691,CUST_295,Books,4268,5,27-09-2025,UP
3692,CUST_145,Clothing,2929,1,17-10-2025,Rajasthan
3693,CUST_157,Clothing,2937,2,22-09-2025,Rajasthan
3694,CUST_172,Home Decor,2352,2,07-09-2025,Rajasthan
3695,CUST_156,Clothing,4777,5,17-08-2025,Delhi
3696,CUST_110,Home Decor,2107,4,03-09-2025,Rajasthan
3697,CUST_167,Books,3446,3,12-12-2025,Mumbai
3698,CUST_127,Home Decor,1693,3,09-10-2025,Delhi
3699,CUST_248,Electronics,3549,5,12-11-2025,Delhi
3700,CUST_247,Clothing,1491,3,12-04-2025,Delhi
3701,CUST_198,Home Decor,1650,3,13-05-2025,UP
3702,CUST_105,Books,4446,3,20-11-2025,Rajasthan
3703,CUST_213,Books,2828,1,10-12-2025,Mumbai
3704,CUST_137,Electronics,894,3,11-05-2025,UP
3705,CUST_222,Books,3990,2,09-04-2025,Karnataka
3706,CUST_216,Clothing,4846,1,14-03-2025,Delhi
3707,CUST_229,Electronics,1306,5,30-11-2025,Delhi
3708,CUST_193,Clothing,2471,1,20-10-2025,Rajasthan
3709,CUST_155,Electronics,111,1,16-04-2025,Delhi
3710,CUST_279,Clothing,3578,5,20-07-2025,Delhi
3711,CUST_168,Home Decor,860,1,19-05-2025,Mumbai
3712,CUST_193,Home Decor,4479,4,08-10-2025,Rajasthan
3713,CUST_221,Home Decor,3780,1,01-10-2025,Karnataka
3714,CUST_284,Electronics,1362,2,20-04-2025,Rajasthan
3715,CUST_118,Electronics,1486,1,20-06-2025,Mumbai
3716,CUST_266,Electronics,336,2,12-09-2025,Rajasthan
3717,CUST_228,Clothing,4690,3,29-06-2025,Rajasthan
3718,CUST_161,Clothing,1443,2,08-07-2025,UP
3719,CUST_219,Books,1392,1,12-04-2025,UP
3720,CUST_157,Electronics,2544,2,08-02-2025,Delhi
3721,CUST_212,Books,3304,3,17-03-2025,Delhi
3722,CUST_248,Clothing,898,5,13-09-2025,Delhi
3723,CUST_105,Books,3366,2,23-03-2025,UP
3724,CUST_146,Home Decor,4394,5,20-09-2025,UP
3725,CUST_157,Electronics,2114,3,08-07-2025,Rajasthan
3726,CUST_133,Books,4761,2,28-04-2025,Delhi
3727,CUST_244,Books,2459,5,01-08-2025,UP
3728,CUST_131,Electronics,2962,3,01-10-2025,Delhi
3729,CUST_231,Clothing,2303,3,05-05-2025,Karnataka
3730,CUST_183,Clothing,4604,1,13-02-2025,Karnataka
3731,CUST_183,Home Decor,3194,3,09-03-2025,Mumbai
3732,CUST_109,Clothing,4895,1,22-07-2025,Rajasthan
3733,CUST_161,Clothing,489,5,05-09-2025,Mumbai
3734,CUST_223,Clothing,3677,3,23-08-2025,Delhi
3735,CUST_291,Clothing,2594,1,17-03-2025,Karnataka
3736,CUST_217,Electronics,4148,5,13-07-2025,Karnataka
3737,CUST_277,Books,1157,2,20-03-2025,Delhi
3738,CUST_129,Books,660,4,20-04-2025,Mumbai
3739,CUST_250,Home Decor,1655,3,08-01-2025,Karnataka
3740,CUST_104,Electronics,357,3,19-12-2025,Rajasthan
3741,CUST_192,Electronics,4108,3,06-03-2025,Rajasthan
3742,CUST_292,Electronics,384,4,25-10-2025,Rajasthan
3743,CUST_238,Books,1283,5,18-09-2025,UP
3744,CUST_295,Clothing,2600,1,16-09-2025,Rajasthan
3745,CUST_179,Electronics,120,3,11-12-2025,Rajasthan
3746,CUST_190,Electronics,4465,5,06-08-2025,Rajasthan
3747,CUST_294,Clothing,2559,4,25-02-2025,Karnataka
3748,CUST_215,Clothing,2085,2,30-01-2025,Mumbai
3749,CUST_147,Electronics,428,2,17-07-2025,Delhi
3750,CUST_190,Home Decor,244,1,23-07-2025,Rajasthan
3751,CUST_225,Clothing,1552,2,10-01-2025,Mumbai
3752,CUST_123,Clothing,441,5,03-03-2025,Rajasthan
3753,CUST_220,Electronics,1869,5,16-12-2025,Karnataka
3754,CUST_104,Electronics,3502,4,24-06-2025,Mumbai
3755,CUST_180,Books,2547,4,19-12-2025,UP
3756,CUST_208,Clothing,3439,3,27-05-2025,UP
3757,CUST_174,Home Decor,4659,2,19-07-2025,Mumbai
3758,CUST_220,Home Decor,1212,1,22-11-2025,Delhi
3759,CUST_114,Home Decor,1294,1,21-03-2025,Rajasthan
3760,CUST_178,Electronics,3691,2,27-04-2025,Mumbai
3761,CUST_104,Home Decor,726,4,09-09-2025,Mumbai
3762,CUST_171,Clothing,2621,3,23-03-2025,Mumbai
3763,CUST_125,Electronics,727,5,07-02-2025,Rajasthan
3764,CUST_190,Home Decor,2083,3,09-12-2025,Rajasthan
3765,CUST_234,Electronics,2252,5,09-12-2025,UP
3766,CUST_292,Electronics,1485,1,26-09-2025,Delhi
3767,CUST_208,Home Decor,2696,4,17-07-2025,Rajasthan
3768,CUST_267,Books,784,4,22-10-2025,Karnataka
3769,CUST_208,Books,4129,4,31-05-2025,Karnataka
3770,CUST_151,Clothing,1424,3,14-01-2025,Karnataka
3771,CUST_253,Home Decor,2476,5,07-06-2025,UP
3772,CUST_111,Clothing,4763,2,23-05-2025,Rajasthan
3773,CUST_194,Books,709,4,26-06-2025,Delhi
3774,CUST_116,Home Decor,1512,2,20-05-2025,Rajasthan
3775,CUST_104,Home Decor,3956,5,08-07-2025,Rajasthan
